"Sender.HCHL","Receiver.HCHL","Weight","Year","n","sum.value","avg.value.pair","sum.value.cnst","avg.value.pair.cnst"
"H_LHC","L_HHC","distant",2006,222,4252.39,19.1549099099099,5370,24.1891891891892
"H_LHC","L_HHC","distant",2007,221,4420.63,20.002850678733,5226.56,23.649592760181
"H_LHC","L_HHC","distant",2008,222,6751.45,30.4119369369369,7889.3,35.5373873873874
"H_LHC","L_HHC","distant",2009,217,6553.18,30.1989861751152,7785.89,35.8796774193548
"H_LHC","L_HHC","distant",2010,249,8215.33,32.9932931726908,9453.71,37.9667068273092
"H_LHC","L_HHC","distant",2011,266,7987.24,30.0272180451128,8678.28,32.6251127819549
"H_LHC","L_HHC","distant",2012,260,7443.62,28.6293076923077,8176.39,31.4476538461538
"H_LHC","L_HHC","distant",2013,250,8663.57,34.65428,9382.55,37.5302
"H_LHC","L_HHC","distant",2014,244,7542.47,30.911762295082,8075.97,33.098237704918
"H_LHC","L_HHC","distant",2015,244,7140.27,29.2634016393443,8105.08,33.2175409836066
"H_LHC","L_HHC","distant",2016,250,7741.54,30.96616,8724.54,34.89816
"H_LHC","L_HHC","distant",2017,266,8746.25,32.8806390977444,9615.81,36.1496616541353
"H_LHC","L_HHC","distant",2018,263,8095.54,30.7815209125475,8641,32.8555133079848
"H_LHC","L_HHC","distant",2019,261,7966.37,30.5224904214559,8549.94,32.7583908045977
"H_LHC","L_HHC","distant",2020,259,10162.32,39.2367567567568,10700.58,41.3149806949807
"H_LHC","L_HHC","distant",2021,276,10556.8,38.2492753623188,10556.8,38.2492753623188
"H_LHC","L_LHC","adjacent",1988,2,240.88,120.44,563.78,281.89
"H_LHC","L_LHC","adjacent",1989,2,254.02,127.01,544.48,272.24
"H_LHC","L_LHC","adjacent",1990,2,262.27,131.135,543.1,271.55
"H_LHC","L_LHC","adjacent",1991,2,262.64,131.32,533.42,266.71
"H_LHC","L_LHC","adjacent",1992,2,243.02,121.51,519.82,259.91
"H_LHC","L_LHC","adjacent",1993,2,222.51,111.255,508.23,254.115
"H_LHC","L_LHC","adjacent",1994,2,237.48,118.74,496.3,248.15
"H_LHC","L_LHC","adjacent",1995,2,244.51,122.255,486.89,243.445
"H_LHC","L_LHC","adjacent",1996,2,284.31,142.155,501.18,250.59
"H_LHC","L_LHC","adjacent",1997,4,244.38,61.095,465.07,116.2675
"H_LHC","L_LHC","adjacent",1998,4,271.62,67.905,610.48,152.62
"H_LHC","L_LHC","adjacent",1999,4,181.94,45.485,383.21,95.8025
"H_LHC","L_LHC","adjacent",2000,2,212.83,106.415,486.85,243.425
"H_LHC","L_LHC","adjacent",2001,3,190.91,63.6366666666667,455.97,151.99
"H_LHC","L_LHC","adjacent",2002,3,224.31,74.77,495.2,165.066666666667
"H_LHC","L_LHC","adjacent",2003,3,245.44,81.8133333333333,456.69,152.23
"H_LHC","L_LHC","adjacent",2004,3,285.64,95.2133333333333,457.47,152.49
"H_LHC","L_LHC","adjacent",2005,4,273.44,68.36,407.1,101.775
"H_LHC","L_LHC","adjacent",2006,4,274.61,68.6525,397.48,99.37
"H_LHC","L_LHC","adjacent",2007,4,322.38,80.595,408.79,102.1975
"H_LHC","L_LHC","adjacent",2008,4,372.54,93.135,445.84,111.46
"H_LHC","L_LHC","adjacent",2009,4,332.3,83.075,418.17,104.5425
"H_LHC","L_LHC","adjacent",2010,4,425.57,106.3925,439.06,109.765
"H_LHC","L_LHC","adjacent",2011,2,543.64,271.82,476.85,238.425
"H_LHC","L_LHC","adjacent",2012,2,536.49,268.245,475.97,237.985
"H_LHC","L_LHC","adjacent",2013,3,526.62,175.54,491.97,163.99
"H_LHC","L_LHC","adjacent",2014,3,483.06,161.02,479.75,159.916666666667
"H_LHC","L_LHC","adjacent",2015,3,492.48,164.16,580.05,193.35
"H_LHC","L_LHC","adjacent",2016,3,431.61,143.87,507.48,169.16
"H_LHC","L_LHC","adjacent",2017,6,505.5,84.25,557.17,92.8616666666667
"H_LHC","L_LHC","adjacent",2018,6,514.41,85.735,567.07,94.5116666666667
"H_LHC","L_LHC","adjacent",2019,5,469.07,93.814,535.11,107.022
"H_LHC","L_LHC","adjacent",2020,5,422.38,84.476,478.92,95.784
"H_LHC","L_LHC","adjacent",2021,6,663.15,110.525,663.15,110.525
"H_LHC","L_LHC","distant",1988,109,3271.68,30.0154128440367,6284.49,57.655871559633
"H_LHC","L_LHC","distant",1989,118,3476.66,29.463220338983,6587.9,55.8296610169492
"H_LHC","L_LHC","distant",1990,115,5556.83,48.3202608695652,9723.82,84.5549565217391
"H_LHC","L_LHC","distant",1991,133,6411.9,48.2097744360902,11071.63,83.2453383458647
"H_LHC","L_LHC","distant",1992,153,5212.13,34.0662091503268,8374.89,54.7378431372549
"H_LHC","L_LHC","distant",1993,159,4445.02,27.9561006289308,7139.51,44.9025786163522
"H_LHC","L_LHC","distant",1994,175,4497.62,25.7006857142857,7056.55,40.3231428571429
"H_LHC","L_LHC","distant",1995,150,4250.27,28.3351333333333,6233.74,41.5582666666667
"H_LHC","L_LHC","distant",1996,154,3476.86,22.577012987013,5113.13,33.2021428571429
"H_LHC","L_LHC","distant",1997,181,3229.21,17.8409392265193,4997.22,27.6089502762431
"H_LHC","L_LHC","distant",1998,182,3355.43,18.4364285714286,5223.61,28.7011538461538
"H_LHC","L_LHC","distant",1999,175,3834.13,21.9093142857143,5977.69,34.1582285714286
"H_LHC","L_LHC","distant",2000,190,3443.35,18.1228947368421,5534.83,29.1306842105263
"H_LHC","L_LHC","distant",2001,193,4141.93,21.4607772020725,6469.3,33.519689119171
"H_LHC","L_LHC","distant",2002,188,5914.79,31.4616489361702,9044.38,48.1084042553191
"H_LHC","L_LHC","distant",2003,181,10571.34,58.4051933701657,15013.13,82.9454696132597
"H_LHC","L_LHC","distant",2004,185,9753.92,52.7238918918919,13381.16,72.3305945945946
"H_LHC","L_LHC","distant",2005,191,20421.56,106.919162303665,27131.62,142.050366492147
"H_LHC","L_LHC","distant",2006,195,17674.72,90.6395897435898,22499.61,115.382615384615
"H_LHC","L_LHC","distant",2007,197,13792.86,70.0145177664975,16927.62,85.9270050761421
"H_LHC","L_LHC","distant",2008,222,14009.29,63.1049099099099,17039.22,76.7532432432432
"H_LHC","L_LHC","distant",2009,229,15935.43,69.5870305676856,19208.49,83.8798689956332
"H_LHC","L_LHC","distant",2010,231,14393.26,62.3084848484849,17266.18,74.745367965368
"H_LHC","L_LHC","distant",2011,238,18306.15,76.9165966386555,21044.43,88.421974789916
"H_LHC","L_LHC","distant",2012,231,16147.13,69.9009956709957,18283.36,79.1487445887446
"H_LHC","L_LHC","distant",2013,231,14862.38,64.3393073593074,16769.67,72.595974025974
"H_LHC","L_LHC","distant",2014,224,14991.13,66.9246875,16682.69,74.4762946428571
"H_LHC","L_LHC","distant",2015,222,13746.66,61.9218918918919,15612.57,70.3268918918919
"H_LHC","L_LHC","distant",2016,221,14132.33,63.9471945701357,15920.92,72.0403619909502
"H_LHC","L_LHC","distant",2017,236,15514.08,65.7376271186441,17113.34,72.5141525423729
"H_LHC","L_LHC","distant",2018,237,15950.4,67.3012658227848,17090.55,72.1120253164557
"H_LHC","L_LHC","distant",2019,233,14956.77,64.1921459227468,15953.46,68.4697854077253
"H_LHC","L_LHC","distant",2020,233,16635.04,71.3950214592275,17430.19,74.8076824034335
"H_LHC","L_LHC","distant",2021,243,19317.03,79.4939506172839,19317.03,79.4939506172839
"H_LHC","L_NHC","adjacent",2005,1,0.08,0.08,0.09,0.09
"H_LHC","L_NHC","adjacent",2017,1,0.05,0.05,0.06,0.06
"H_LHC","L_NHC","adjacent",2018,1,0.05,0.05,0.06,0.06
"H_LHC","L_NHC","adjacent",2019,1,0.02,0.02,0.02,0.02
"H_LHC","L_NHC","adjacent",2020,1,0.08,0.08,0.09,0.09
"H_LHC","L_NHC","adjacent",2021,1,0.95,0.95,0.95,0.95
"H_LHC","L_NHC","distant",1988,43,939.96,21.8595348837209,1694.47,39.4062790697674
"H_LHC","L_NHC","distant",1989,43,1092.57,25.4086046511628,2002.03,46.5588372093023
"H_LHC","L_NHC","distant",1990,41,1323.26,32.2746341463415,2068.86,50.46
"H_LHC","L_NHC","distant",1991,59,1260.82,21.3698305084746,1971.3,33.4118644067797
"H_LHC","L_NHC","distant",1992,73,1193.64,16.3512328767123,1754.94,24.0402739726027
"H_LHC","L_NHC","distant",1993,77,1379.14,17.9109090909091,2126.03,27.6107792207792
"H_LHC","L_NHC","distant",1994,83,1600.88,19.2877108433735,2384.75,28.7319277108434
"H_LHC","L_NHC","distant",1995,79,1231.72,15.5913924050633,1678.34,21.2448101265823
"H_LHC","L_NHC","distant",1996,77,1461.31,18.9780519480519,2034.25,26.4188311688312
"H_LHC","L_NHC","distant",1997,85,1163.52,13.6884705882353,1750.44,20.5934117647059
"H_LHC","L_NHC","distant",1998,83,941.02,11.3375903614458,1429.73,17.2256626506024
"H_LHC","L_NHC","distant",1999,85,1421.46,16.7230588235294,2236.28,26.3091764705882
"H_LHC","L_NHC","distant",2000,89,1204.63,13.5351685393258,1958.89,22.01
"H_LHC","L_NHC","distant",2001,84,1133.54,13.4945238095238,1802.09,21.4534523809524
"H_LHC","L_NHC","distant",2002,82,1854.93,22.6210975609756,2821.45,34.4079268292683
"H_LHC","L_NHC","distant",2003,79,1627.54,20.6017721518987,2262.76,28.6425316455696
"H_LHC","L_NHC","distant",2004,80,1910.51,23.881375,2447.88,30.5985
"H_LHC","L_NHC","distant",2005,86,2315.2,26.9209302325581,2844.73,33.0782558139535
"H_LHC","L_NHC","distant",2006,82,1685.33,20.5528048780488,2031.39,24.7730487804878
"H_LHC","L_NHC","distant",2007,87,1516.43,17.4302298850575,1718.39,19.7516091954023
"H_LHC","L_NHC","distant",2008,88,2208.77,25.0996590909091,2436.77,27.6905681818182
"H_LHC","L_NHC","distant",2009,85,1814.36,21.3454117647059,2089.74,24.5851764705882
"H_LHC","L_NHC","distant",2010,101,2770.28,27.4285148514851,3076.7,30.4623762376238
"H_LHC","L_NHC","distant",2011,106,1981.87,18.6968867924528,2196.42,20.7209433962264
"H_LHC","L_NHC","distant",2012,103,2432.09,23.6125242718447,2728.11,26.4865048543689
"H_LHC","L_NHC","distant",2013,106,2242.42,21.1549056603774,2472.23,23.3229245283019
"H_LHC","L_NHC","distant",2014,102,2258.47,22.141862745098,2438.43,23.9061764705882
"H_LHC","L_NHC","distant",2015,100,2068.04,20.6804,2354.15,23.5415
"H_LHC","L_NHC","distant",2016,97,1682.6,17.3463917525773,1897.46,19.5614432989691
"H_LHC","L_NHC","distant",2017,101,1939.43,19.2022772277228,2143.22,21.22
"H_LHC","L_NHC","distant",2018,98,2257.04,23.0310204081633,2404.76,24.5383673469388
"H_LHC","L_NHC","distant",2019,94,2387.39,25.3977659574468,2569.01,27.3298936170213
"H_LHC","L_NHC","distant",2020,96,2565.67,26.7257291666667,2689.05,28.0109375
"H_LHC","L_NHC","distant",2021,103,2837.6,27.5495145631068,2837.6,27.5495145631068
"H_NHC","H_HHC","distant",1988,18,15.5,0.861111111111111,28.73,1.59611111111111
"H_NHC","H_HHC","distant",1989,17,13.66,0.803529411764706,25.2,1.48235294117647
"H_NHC","H_HHC","distant",1990,16,16.82,1.05125,28.44,1.7775
"H_NHC","H_HHC","distant",1991,21,29.85,1.42142857142857,46.34,2.20666666666667
"H_NHC","H_HHC","distant",1992,16,11.3,0.70625,17.17,1.073125
"H_NHC","H_HHC","distant",1993,17,13.01,0.765294117647059,20.74,1.22
"H_NHC","H_HHC","distant",1994,21,16.33,0.777619047619048,24.83,1.18238095238095
"H_NHC","H_HHC","distant",1995,20,11.81,0.5905,15.82,0.791
"H_NHC","H_HHC","distant",1996,18,10.96,0.608888888888889,15.01,0.833888888888889
"H_NHC","H_HHC","distant",1997,16,11.68,0.73,17.48,1.0925
"H_NHC","H_HHC","distant",1998,25,10.25,0.41,15.3,0.612
"H_NHC","H_HHC","distant",1999,21,8.19,0.39,12.42,0.591428571428571
"H_NHC","H_HHC","distant",2000,21,13.47,0.641428571428571,21.31,1.0147619047619
"H_NHC","H_HHC","distant",2001,23,8.91,0.387391304347826,15.62,0.679130434782609
"H_NHC","H_HHC","distant",2002,19,10.29,0.541578947368421,16.98,0.893684210526316
"H_NHC","H_HHC","distant",2003,22,7.78,0.353636363636364,11.16,0.507272727272727
"H_NHC","H_HHC","distant",2004,20,6.27,0.3135,8.09,0.4045
"H_NHC","H_HHC","distant",2005,12,5,0.416666666666667,6.41,0.534166666666667
"H_NHC","H_HHC","distant",2006,9,2.48,0.275555555555556,2.99,0.332222222222222
"H_NHC","H_HHC","distant",2007,12,5.03,0.419166666666667,5.54,0.461666666666667
"H_NHC","H_HHC","distant",2008,15,2.43,0.162,2.5,0.166666666666667
"H_NHC","H_HHC","distant",2009,11,4.73,0.43,5.28,0.48
"H_NHC","H_HHC","distant",2010,14,4.73,0.337857142857143,4.76,0.34
"H_NHC","H_HHC","distant",2011,15,10.9,0.726666666666667,9.67,0.644666666666667
"H_NHC","H_HHC","distant",2012,17,9.94,0.584705882352941,10.21,0.600588235294118
"H_NHC","H_HHC","distant",2013,17,4.24,0.249411764705882,3.88,0.228235294117647
"H_NHC","H_HHC","distant",2014,12,4.36,0.363333333333333,4.36,0.363333333333333
"H_NHC","H_HHC","distant",2015,13,9.14,0.703076923076923,10.11,0.777692307692308
"H_NHC","H_HHC","distant",2016,16,2.78,0.17375,3.23,0.201875
"H_NHC","H_HHC","distant",2017,19,4.96,0.261052631578947,5.66,0.297894736842105
"H_NHC","H_HHC","distant",2018,14,8.85,0.632142857142857,9.63,0.687857142857143
"H_NHC","H_HHC","distant",2019,16,9.78,0.61125,10.87,0.679375
"H_NHC","H_HHC","distant",2020,16,6,0.375,6.54,0.40875
"H_NHC","H_HHC","distant",2021,17,6.12,0.36,6.12,0.36
"H_NHC","H_LHC","adjacent",1989,1,0.07,0.07,0.12,0.12
"H_NHC","H_LHC","adjacent",1990,1,0.07,0.07,0.11,0.11
"H_NHC","H_LHC","adjacent",1991,1,0.07,0.07,0.11,0.11
"H_NHC","H_LHC","adjacent",1992,1,0.07,0.07,0.1,0.1
"H_NHC","H_LHC","adjacent",1993,2,5.18,2.59,7.73,3.865
"H_NHC","H_LHC","adjacent",1994,2,10.52,5.26,15.87,7.935
"H_NHC","H_LHC","adjacent",1995,2,12.56,6.28,16.53,8.265
"H_NHC","H_LHC","adjacent",1996,2,5.43,2.715,7.42,3.71
"H_NHC","H_LHC","adjacent",1997,2,3.28,1.64,5.1,2.55
"H_NHC","H_LHC","adjacent",1998,2,3.79,1.895,5.95,2.975
"H_NHC","H_LHC","adjacent",1999,2,3.13,1.565,5.11,2.555
"H_NHC","H_LHC","adjacent",2000,2,2.57,1.285,4.78,2.39
"H_NHC","H_LHC","adjacent",2001,2,2.67,1.335,5.01,2.505
"H_NHC","H_LHC","adjacent",2002,2,3.89,1.945,6.85,3.425
"H_NHC","H_LHC","adjacent",2003,4,5.78,1.445,8.23,2.0575
"H_NHC","H_LHC","adjacent",2004,4,3.38,0.845,4.38,1.095
"H_NHC","H_LHC","adjacent",2005,1,0.43,0.43,0.52,0.52
"H_NHC","H_LHC","adjacent",2006,2,0.49,0.245,0.57,0.285
"H_NHC","H_LHC","adjacent",2007,2,0.43,0.215,0.45,0.225
"H_NHC","H_LHC","adjacent",2008,1,0.23,0.23,0.21,0.21
"H_NHC","H_LHC","adjacent",2009,1,0.52,0.52,0.53,0.53
"H_NHC","H_LHC","adjacent",2010,1,0.38,0.38,0.39,0.39
"H_NHC","H_LHC","distant",1988,20,71.2,3.56,132.22,6.611
"H_NHC","H_LHC","distant",1989,23,77.42,3.36608695652174,150.01,6.52217391304348
"H_NHC","H_LHC","distant",1990,24,94.27,3.92791666666667,150.64,6.27666666666667
"H_NHC","H_LHC","distant",1991,25,489.78,19.5912,775.42,31.0168
"H_NHC","H_LHC","distant",1992,22,185.56,8.43454545454546,266.2,12.1
"H_NHC","H_LHC","distant",1993,22,46.07,2.09409090909091,69.99,3.18136363636364
"H_NHC","H_LHC","distant",1994,22,89.89,4.08590909090909,135.39,6.15409090909091
"H_NHC","H_LHC","distant",1995,35,92.61,2.646,120.77,3.45057142857143
"H_NHC","H_LHC","distant",1996,33,180.71,5.47606060606061,234.29,7.09969696969697
"H_NHC","H_LHC","distant",1997,34,54.81,1.61205882352941,85.93,2.52735294117647
"H_NHC","H_LHC","distant",1998,42,75.98,1.80904761904762,122.71,2.92166666666667
"H_NHC","H_LHC","distant",1999,41,63.44,1.54731707317073,99.53,2.42756097560976
"H_NHC","H_LHC","distant",2000,38,56.82,1.49526315789474,101.86,2.68052631578947
"H_NHC","H_LHC","distant",2001,41,57.27,1.39682926829268,107.49,2.62170731707317
"H_NHC","H_LHC","distant",2002,49,44.04,0.898775510204082,76.07,1.55244897959184
"H_NHC","H_LHC","distant",2003,40,52.76,1.319,76.15,1.90375
"H_NHC","H_LHC","distant",2004,50,64.85,1.297,83.85,1.677
"H_NHC","H_LHC","distant",2005,18,38.44,2.13555555555556,47.61,2.645
"H_NHC","H_LHC","distant",2006,19,38.1,2.00526315789474,45.18,2.37789473684211
"H_NHC","H_LHC","distant",2007,18,35.4,1.96666666666667,37.63,2.09055555555556
"H_NHC","H_LHC","distant",2008,14,41.38,2.95571428571429,41.77,2.98357142857143
"H_NHC","H_LHC","distant",2009,15,26.69,1.77933333333333,28.02,1.868
"H_NHC","H_LHC","distant",2010,12,34.47,2.8725,37.06,3.08833333333333
"H_NHC","H_NHC","adjacent",1989,1,1.45,1.45,2.56,2.56
"H_NHC","H_NHC","adjacent",1990,1,1.45,1.45,2.31,2.31
"H_NHC","H_NHC","adjacent",1991,1,1.45,1.45,2.23,2.23
"H_NHC","H_NHC","adjacent",1992,1,1.45,1.45,2.11,2.11
"H_NHC","H_NHC","adjacent",1993,1,1.45,1.45,2.17,2.17
"H_NHC","H_NHC","adjacent",1994,1,1.91,1.91,2.72,2.72
"H_NHC","H_NHC","adjacent",1995,1,1.45,1.45,1.85,1.85
"H_NHC","H_NHC","adjacent",1996,1,1.45,1.45,1.96,1.96
"H_NHC","H_NHC","adjacent",1997,1,1.45,1.45,2.1,2.1
"H_NHC","H_NHC","adjacent",1998,1,1.45,1.45,2.13,2.13
"H_NHC","H_NHC","adjacent",1999,1,1.45,1.45,2.1,2.1
"H_NHC","H_NHC","adjacent",2000,1,1.45,1.45,2.18,2.18
"H_NHC","H_NHC","adjacent",2001,1,2.88,2.88,4.56,4.56
"H_NHC","H_NHC","adjacent",2002,1,2.88,2.88,4.41,4.41
"H_NHC","H_NHC","adjacent",2003,1,2.88,2.88,3.9,3.9
"H_NHC","H_NHC","adjacent",2004,1,1.45,1.45,1.81,1.81
"H_NHC","H_NHC","distant",1988,3,0.58,0.193333333333333,1.06,0.353333333333333
"H_NHC","H_NHC","distant",1989,6,1.79,0.298333333333333,3.19,0.531666666666667
"H_NHC","H_NHC","distant",1990,9,7.94,0.882222222222222,12.66,1.40666666666667
"H_NHC","H_NHC","distant",1991,7,8.41,1.20142857142857,13.01,1.85857142857143
"H_NHC","H_NHC","distant",1992,6,4.84,0.806666666666667,7.05,1.175
"H_NHC","H_NHC","distant",1993,4,1.36,0.34,2.05,0.5125
"H_NHC","H_NHC","distant",1994,4,1.23,0.3075,1.75,0.4375
"H_NHC","H_NHC","distant",1995,7,1.99,0.284285714285714,2.5,0.357142857142857
"H_NHC","H_NHC","distant",1996,8,24.91,3.11375,33.45,4.18125
"H_NHC","H_NHC","distant",1997,4,1.66,0.415,2.39,0.5975
"H_NHC","H_NHC","distant",1998,6,3.5,0.583333333333333,5.15,0.858333333333333
"H_NHC","H_NHC","distant",1999,5,3.2,0.64,4.74,0.948
"H_NHC","H_NHC","distant",2000,8,2.75,0.34375,4.55,0.56875
"H_NHC","H_NHC","distant",2001,6,3.51,0.585,6.03,1.005
"H_NHC","H_NHC","distant",2002,7,3.44,0.491428571428571,5.52,0.788571428571428
"H_NHC","H_NHC","distant",2003,5,2.54,0.508,3.45,0.69
"H_NHC","H_NHC","distant",2004,5,2.33,0.466,2.89,0.578
"H_NHC","L_HHC","distant",1988,442,2810.77,6.35920814479638,5263.71,11.9088461538462
"H_NHC","L_HHC","distant",1989,432,2511.37,5.81335648148148,4793.33,11.0956712962963
"H_NHC","L_HHC","distant",1990,470,3971.52,8.45004255319149,6439.03,13.7000638297872
"H_NHC","L_HHC","distant",1991,470,3430.01,7.29789361702128,5430.5,11.5542553191489
"H_NHC","L_HHC","distant",1992,488,2851.68,5.84360655737705,4264.59,8.73891393442623
"H_NHC","L_HHC","distant",1993,533,2696.95,5.05994371482176,4331.35,8.12636022514071
"H_NHC","L_HHC","distant",1994,550,3003.42,5.46076363636364,4668.45,8.48809090909091
"H_NHC","L_HHC","distant",1995,580,2965.24,5.11248275862069,4119.66,7.10286206896552
"H_NHC","L_HHC","distant",1996,552,3488.23,6.31925724637681,4865.05,8.81349637681159
"H_NHC","L_HHC","distant",1997,575,2887.65,5.022,4497.43,7.82161739130435
"H_NHC","L_HHC","distant",1998,591,2907.3,4.91928934010152,4595.18,7.77526226734349
"H_NHC","L_HHC","distant",1999,593,2790.81,4.7062563237774,4502.53,7.59279932546374
"H_NHC","L_HHC","distant",2000,606,2679.98,4.42240924092409,4695.78,7.74881188118812
"H_NHC","L_HHC","distant",2001,618,2994.28,4.84511326860841,5355.08,8.66517799352751
"H_NHC","L_HHC","distant",2002,629,3028.61,4.81496025437202,5062.82,8.04899841017488
"H_NHC","L_HHC","distant",2003,646,3810.63,5.8988080495356,5370.76,8.31386996904025
"H_NHC","L_HHC","distant",2004,664,4352.07,6.55432228915663,5486.77,8.2632078313253
"H_NHC","L_HHC","distant",2005,656,5140.01,7.83538109756098,6311.86,9.62173780487805
"H_NHC","L_HHC","distant",2006,668,5206.39,7.79399700598802,6104.13,9.13791916167665
"H_NHC","L_HHC","distant",2007,680,6131.46,9.01685294117647,6508.3,9.57102941176471
"H_NHC","L_HHC","distant",2008,697,7114.54,10.2073744619799,7174.67,10.2936441893831
"H_NHC","L_HHC","distant",2009,712,5962.51,8.37431179775281,6410.27,9.00318820224719
"H_NHC","L_HHC","distant",2010,709,6072.24,8.56451339915374,6441.86,9.08583921015515
"H_NHC","L_HHC","distant",2011,714,6556.33,9.1825350140056,6460.27,9.04799719887955
"H_NHC","L_HHC","distant",2012,706,5936.8,8.40906515580737,6055.41,8.57706798866855
"H_NHC","L_HHC","distant",2013,715,6831.14,9.55404195804196,6791.73,9.49892307692308
"H_NHC","L_HHC","distant",2014,684,8926.91,13.0510380116959,8830.01,12.9093713450292
"H_NHC","L_HHC","distant",2015,703,8088.39,11.505533428165,9135.29,12.9947226173542
"H_NHC","L_HHC","distant",2016,703,9883.11,14.0584779516358,11511.09,16.3742389758179
"H_NHC","L_HHC","distant",2017,730,10074.34,13.8004657534247,11524.77,15.7873561643836
"H_NHC","L_HHC","distant",2018,711,12451.49,17.5126441631505,13485.75,18.9672995780591
"H_NHC","L_HHC","distant",2019,740,9166.71,12.3874459459459,10267.67,13.8752297297297
"H_NHC","L_HHC","distant",2020,774,10048.26,12.9822480620155,10901.45,14.0845607235142
"H_NHC","L_HHC","distant",2021,805,9041.71,11.2319378881988,9041.71,11.2319378881988
"H_NHC","L_LHC","adjacent",1989,2,0.05,0.025,0.09,0.045
"H_NHC","L_LHC","adjacent",1990,2,35.91,17.955,57.31,28.655
"H_NHC","L_LHC","adjacent",1991,2,10.02,5.01,15.38,7.69
"H_NHC","L_LHC","adjacent",1992,1,0.77,0.77,1.12,1.12
"H_NHC","L_LHC","adjacent",1993,1,0.02,0.02,0.03,0.03
"H_NHC","L_LHC","adjacent",1994,1,0.01,0.01,0.01,0.01
"H_NHC","L_LHC","adjacent",1996,1,0.01,0.01,0.01,0.01
"H_NHC","L_LHC","adjacent",1997,2,1.42,0.71,2.06,1.03
"H_NHC","L_LHC","adjacent",1999,1,0.05,0.05,0.07,0.07
"H_NHC","L_LHC","adjacent",2001,1,0.02,0.02,0.03,0.03
"H_NHC","L_LHC","adjacent",2002,1,0.32,0.32,0.49,0.49
"H_NHC","L_LHC","adjacent",2003,1,0.71,0.71,0.96,0.96
"H_NHC","L_LHC","adjacent",2004,1,1.14,1.14,1.42,1.42
"H_NHC","L_LHC","adjacent",2005,1,0.29,0.29,0.35,0.35
"H_NHC","L_LHC","adjacent",2006,1,0.07,0.07,0.08,0.08
"H_NHC","L_LHC","adjacent",2008,2,4.25,2.125,4.43,2.215
"H_NHC","L_LHC","adjacent",2009,1,0.05,0.05,0.05,0.05
"H_NHC","L_LHC","adjacent",2010,1,1.75,1.75,1.87,1.87
"H_NHC","L_LHC","adjacent",2011,2,1.79,0.895,1.81,0.905
"H_NHC","L_LHC","adjacent",2012,2,2.37,1.185,2.45,1.225
"H_NHC","L_LHC","adjacent",2013,2,2.22,1.11,2.27,1.135
"H_NHC","L_LHC","adjacent",2014,2,3.49,1.745,3.56,1.78
"H_NHC","L_LHC","adjacent",2015,2,3.12,1.56,3.53,1.765
"H_NHC","L_LHC","adjacent",2016,2,86.85,43.425,99.11,49.555
"H_NHC","L_LHC","adjacent",2017,2,17.58,8.79,19.69,9.845
"H_NHC","L_LHC","adjacent",2018,1,0.03,0.03,0.03,0.03
"H_NHC","L_LHC","adjacent",2019,3,14.89,4.96333333333333,16.31,5.43666666666667
"H_NHC","L_LHC","adjacent",2020,3,11.12,3.70666666666667,11.82,3.94
"H_NHC","L_LHC","adjacent",2021,3,43.74,14.58,43.74,14.58
"H_NHC","L_LHC","distant",1988,409,5466.69,13.3659902200489,10356.15,25.3206601466993
"H_NHC","L_LHC","distant",1989,406,5726.06,14.1035960591133,10870.42,26.7744334975369
"H_NHC","L_LHC","distant",1990,457,8960.8,19.6078774617068,14530.97,31.7964332603939
"H_NHC","L_LHC","distant",1991,470,7977.75,16.9739361702128,12659.43,26.9349574468085
"H_NHC","L_LHC","distant",1992,474,7748.24,16.3464978902954,11644.08,24.5655696202532
"H_NHC","L_LHC","distant",1993,497,6150.16,12.3745674044266,9866.72,19.852555331992
"H_NHC","L_LHC","distant",1994,523,6492.71,12.4143594646272,10171.2,19.4478011472275
"H_NHC","L_LHC","distant",1995,541,7575.97,14.0036414048059,10413.52,19.2486506469501
"H_NHC","L_LHC","distant",1996,548,7358.41,13.4277554744526,10325.33,18.8418430656934
"H_NHC","L_LHC","distant",1997,556,6672.51,12.0009172661871,10231.95,18.4027877697842
"H_NHC","L_LHC","distant",1998,591,6509.18,11.0138409475465,10141.52,17.1599323181049
"H_NHC","L_LHC","distant",1999,601,5968.08,9.93024958402662,9376.18,15.6009650582363
"H_NHC","L_LHC","distant",2000,588,5830.57,9.91593537414966,9905.92,16.8468027210884
"H_NHC","L_LHC","distant",2001,622,6533.06,10.5033118971061,11392.74,18.3163022508039
"H_NHC","L_LHC","distant",2002,656,7115.52,10.8468292682927,11647.59,17.7554725609756
"H_NHC","L_LHC","distant",2003,681,10327.11,15.1646255506608,14265.64,20.9480763582966
"H_NHC","L_LHC","distant",2004,692,10503.5,15.1784682080925,12794.69,18.489436416185
"H_NHC","L_LHC","distant",2005,688,19133.91,27.8109156976744,22685.86,32.9736337209302
"H_NHC","L_LHC","distant",2006,692,18190.37,26.286661849711,20656.02,29.8497398843931
"H_NHC","L_LHC","distant",2007,705,18149.48,25.7439432624113,19050.17,27.0215177304965
"H_NHC","L_LHC","distant",2008,712,17664.26,24.8093539325843,17694.21,24.8514185393258
"H_NHC","L_LHC","distant",2009,720,14295.71,19.8551527777778,15320.94,21.2790833333333
"H_NHC","L_LHC","distant",2010,721,14937.82,20.7181969486824,15913.45,22.071359223301
