"TIME","Sender.ISO3","Receiver.ISO3","DONOR","RECIPIENT","Distance","Weight","ID","transactions"
2003,"ARE","AFG",576,625,"distant",1720.64,1,27
2020,"ARE","AGO",576,225,"distant",0.13,2,7
2021,"ARE","ALB",576,71,"distant",84.28,3,25
2001,"ARE","ARG",576,425,"distant",12.86,4,18
2010,"ARE","ARM",576,610,"distant",7.13,5,9
2014,"ARE","ATG",576,377,"distant",14.55,6,9
2003,"ARE","AZE",576,611,"distant",10.37,7,10
1998,"ARE","BDI",576,228,"distant",2.84,8,10
2005,"ARE","BEN",576,236,"distant",9.42,9,18
2009,"ARE","BFA",576,287,"distant",33.1,10,21
2006,"ARE","BGD",576,666,"distant",71.79,11,17
2001,"ARE","BIH",576,64,"distant",557.19,12,30
2015,"ARE","BLR",576,86,"distant",9.11,13,6
2010,"ARE","BLZ",576,352,"distant",3.45,14,7
2019,"ARE","BOL",576,428,"distant",0.25,15,11
2021,"ARE","BRA",576,431,"distant",3.33,16,12
2020,"ARE","BTN",576,630,"distant",0.09,17,4
2016,"ARE","BWA",576,227,"distant",0.93,18,4
2008,"ARE","CAF",576,231,"distant",3.52,19,17
2008,"ARE","CHN",576,730,"distant",64.16,20,21
2014,"ARE","CIV",576,247,"distant",3.58,21,12
2012,"ARE","CMR",576,229,"distant",5.68,22,19
2020,"ARE","COD",576,235,"distant",6.71,23,19
2016,"ARE","COG",576,234,"distant",6.58,24,15
2021,"ARE","COL",576,437,"distant",35.66,25,13
2009,"ARE","COM",576,233,"distant",112.93,26,23
2021,"ARE","CPV",576,230,"distant",0.09,27,4
2015,"ARE","CRI",576,336,"distant",15,28,10
2018,"ARE","CUB",576,338,"distant",18.31,29,11
2020,"ARE","DJI",576,274,"distant",64.93,30,23
2018,"ARE","DMA",576,378,"distant",4.01,31,5
2013,"ARE","DOM",576,340,"distant",2.39,32,7
1999,"ARE","DZA",576,130,"distant",581.34,33,16
2013,"ARE","ECU",576,440,"distant",1.17,34,11
1998,"ARE","EGY",576,142,"distant",16366.45,35,32
2019,"ARE","ERI",576,271,"distant",358.23,36,25
2011,"ARE","ETH",576,238,"distant",116.6,37,27
2012,"ARE","FJI",576,832,"distant",4.75,38,7
2016,"ARE","FSM",576,860,"distant",3.58,39,2
2018,"ARE","GAB",576,239,"distant",0.08,40,4
2019,"ARE","GEO",576,612,"distant",0.02,41,2
2018,"ARE","GHA",576,241,"distant",28.81,42,27
1990,"ARE","GIN",576,243,"distant",67.23,43,31
2010,"ARE","GMB",576,240,"distant",30.25,44,23
1996,"ARE","GNB",576,244,"distant",4.07,45,10
2021,"ARE","GNQ",576,245,"distant",0.6,46,3
2021,"ARE","GRD",576,381,"distant",2.91,47,5
2021,"ARE","GTM",576,347,"distant",0.75,48,7
2021,"ARE","GUY",576,446,"distant",1.13,49,3
2010,"ARE","HND",576,351,"distant",0.71,50,8
2017,"ARE","HTI",576,349,"distant",6.61,51,10
2005,"ARE","IDN",576,738,"distant",89.32,52,26
2008,"ARE","IND",576,645,"distant",51.07,53,25
2019,"ARE","IRN",576,540,"adjacent",29.57,54,23
2007,"ARE","IRQ",576,543,"distant",809.41,55,27
2020,"ARE","JAM",576,354,"distant",1.11,56,8
2006,"ARE","JOR",576,549,"distant",3105.72,57,31
2006,"ARE","KAZ",576,613,"distant",184.61,58,24
2004,"ARE","KEN",576,248,"distant",72.57,59,31
2020,"ARE","KGZ",576,614,"distant",18.71,60,10
2016,"ARE","KHM",576,728,"distant",3.28,61,17
2014,"ARE","KIR",576,836,"distant",4.72,62,5
2003,"ARE","KWT",576,552,"distant",54.86,63,16
2013,"ARE","LAO",576,745,"distant",5.97,64,8
1998,"ARE","LBN",576,555,"distant",1092.38,65,20
2020,"ARE","LBR",576,251,"distant",11.91,66,18
2017,"ARE","LBY",576,133,"distant",232.41,67,10
2020,"ARE","LCA",576,383,"distant",1.04,68,2
2017,"ARE","LKA",576,640,"distant",19.12,69,25
2017,"ARE","LSO",576,249,"distant",18.14,70,5
2008,"ARE","MAR",576,136,"distant",3090.25,71,28
2010,"ARE","MDA",576,93,"distant",0.02,72,2
2017,"ARE","MDG",576,252,"distant",7.22,73,6
2012,"ARE","MDV",576,655,"distant",101.98,74,12
2005,"ARE","MEX",576,358,"distant",4.83,75,21
2020,"ARE","MHL",576,859,"distant",3.12,76,3
2000,"ARE","MKD",576,66,"distant",2.34,77,15
1994,"ARE","MLI",576,255,"distant",319.67,78,19
2014,"ARE","MMR",576,635,"distant",8.89,79,11
2011,"ARE","MNE",576,65,"distant",33.44,80,6
2002,"ARE","MNG",576,753,"distant",23.92,81,6
2011,"ARE","MOZ",576,259,"distant",20.73,82,21
2015,"ARE","MRT",576,256,"distant",324.19,83,24
2018,"ARE","MUS",576,257,"distant",3.07,84,9
2013,"ARE","MWI",576,253,"distant",11.32,85,7
2014,"ARE","MYS",576,751,"distant",14.37,86,20
2012,"ARE","NAM",576,275,"distant",1.87,87,8
2002,"ARE","NER",576,260,"distant",56.64,88,29
2011,"ARE","NGA",576,261,"distant",7.32,89,21
2019,"ARE","NIC",576,364,"distant",0.86,90,5
1994,"ARE","NPL",576,660,"distant",10.41,91,17
2015,"ARE","NRU",576,845,"distant",2.65,92,3
2000,"ARE","PAK",576,665,"distant",1659.68,93,29
2016,"ARE","PAN",576,366,"distant",0.17,94,8
2015,"ARE","PER",576,454,"distant",10.09,95,12
1996,"ARE","PHL",576,755,"distant",22.66,96,28
2020,"ARE","PLW",576,861,"distant",5.1,97,3
2011,"ARE","PNG",576,862,"distant",0.19,98,6
2020,"ARE","PRY",576,451,"distant",7.82,99,4
2013,"ARE","PSE",576,550,"distant",2136.66,100,28
2001,"ARE","QAT",576,561,"adjacent",27.95,101,16
2014,"ARE","RWA",576,266,"distant",17.5,102,22
2007,"ARE","SAU",576,566,"adjacent",4.18,103,18
2015,"ARE","SDN",576,278,"distant",1944.19,104,29
2003,"ARE","SEN",576,269,"distant",41.28,105,20
2020,"ARE","SLB",576,866,"distant",3.92,106,4
2021,"ARE","SLE",576,272,"distant",35.71,107,13
2009,"ARE","SLV",576,342,"distant",0.1,108,5
2013,"ARE","SOM",576,273,"distant",347.1,109,34
2006,"ARE","SRB",576,63,"distant",2075.86,110,17
2020,"ARE","SSD",576,279,"distant",11.55,111,11
2020,"ARE","STP",576,268,"distant",0.01,112,1
2021,"ARE","SUR",576,457,"distant",1.86,113,2
2016,"ARE","SWZ",576,280,"distant",7.81,114,2
2011,"ARE","SYR",576,573,"distant",933.97,115,26
2013,"ARE","TCD",576,232,"distant",46.13,116,26
2011,"ARE","TGO",576,283,"distant",25.87,117,21
2008,"ARE","THA",576,764,"distant",13.84,118,25
2012,"ARE","TJK",576,615,"distant",38.77,119,23
2011,"ARE","TKM",576,616,"distant",133.16,120,20
2010,"ARE","TLS",576,765,"distant",0.14,121,3
2013,"ARE","TON",576,870,"distant",5.32,122,4
2005,"ARE","TUN",576,139,"distant",94.11,123,16
2002,"ARE","TUR",576,55,"distant",423.91,124,15
2015,"ARE","TUV",576,872,"distant",4.62,125,5
1995,"ARE","TZA",576,282,"distant",73.09,126,24
2000,"ARE","UGA",576,285,"distant",34.61,127,27
2001,"ARE","UKR",576,85,"distant",3.52,128,15
2012,"ARE","UZB",576,617,"distant",62.37,129,15
2016,"ARE","VCT",576,384,"distant",5.79,130,6
2010,"ARE","VEN",576,463,"distant",2.38,131,7
2004,"ARE","VNM",576,769,"distant",5.49,132,21
2015,"ARE","VUT",576,854,"distant",4.86,133,8
2011,"ARE","WSM",576,880,"distant",5.01,134,5
1988,"ARE","YEM",576,580,"distant",6821.12,135,32
2007,"ARE","ZAF",576,218,"distant",8.27,136,21
2014,"ARE","ZMB",576,288,"distant",1.01,137,6
2020,"ARE","ZWE",576,265,"distant",4.55,138,9
1995,"AUS","AFG",801,625,"distant",1566.07,139,34
1990,"AUS","AGO",801,225,"distant",13.37,140,22
2001,"AUS","ALB",801,71,"distant",0.75,141,16
2011,"AUS","ARG",801,425,"distant",5.36,142,22
2017,"AUS","ARM",801,610,"distant",0.25,143,6
2015,"AUS","ATG",801,377,"distant",1.89,144,15
2019,"AUS","AZE",801,611,"distant",0.75,145,6
2016,"AUS","BDI",801,228,"distant",13.02,146,17
2011,"AUS","BEN",801,236,"distant",1.65,147,10
2011,"AUS","BFA",801,287,"distant",14.12,148,17
2017,"AUS","BGD",801,666,"distant",1258.38,149,34
2001,"AUS","BIH",801,64,"distant",0.21,150,15
1993,"AUS","BLR",801,86,"distant",0.12,151,4
1992,"AUS","BLZ",801,352,"distant",3.65,152,15
2011,"AUS","BOL",801,428,"distant",1.5,153,16
2008,"AUS","BRA",801,431,"distant",9.04,154,31
1990,"AUS","BTN",801,630,"distant",105.15,155,34
1994,"AUS","BWA",801,227,"distant",31.12,156,31
2015,"AUS","CAF",801,231,"distant",16.89,157,11
2001,"AUS","CHN",801,730,"distant",920.94,158,34
2019,"AUS","CIV",801,247,"distant",3.97,159,15
2019,"AUS","CMR",801,229,"distant",9.99,160,16
1997,"AUS","COD",801,235,"distant",60.31,161,25
2012,"AUS","COG",801,234,"distant",1.73,162,10
1994,"AUS","COL",801,437,"distant",10.42,163,29
2018,"AUS","COM",801,233,"distant",2.43,164,17
2010,"AUS","CPV",801,230,"distant",1.39,165,12
2014,"AUS","CRI",801,336,"distant",4.53,166,15
2013,"AUS","CUB",801,338,"distant",1.03,167,15
1990,"AUS","CYP",801,30,"distant",8.56,168,11
2020,"AUS","DJI",801,274,"distant",0.75,169,9
2012,"AUS","DMA",801,378,"distant",3.5,170,14
2021,"AUS","DOM",801,340,"distant",2.23,171,11
2017,"AUS","DZA",801,130,"distant",0.57,172,9
1989,"AUS","ECU",801,440,"distant",2.05,173,18
1999,"AUS","EGY",801,142,"distant",177.22,174,34
1993,"AUS","ERI",801,271,"distant",18.64,175,19
2007,"AUS","ETH",801,238,"distant",212.95,176,34
2008,"AUS","FJI",801,832,"distant",1053.77,177,34
2006,"AUS","FSM",801,860,"distant",70.83,178,29
2013,"AUS","GAB",801,239,"distant",0.3,179,5
2018,"AUS","GEO",801,612,"distant",0.04,180,4
2018,"AUS","GHA",801,241,"distant",39.45,181,34
2004,"AUS","GIN",801,243,"distant",1.28,182,11
1990,"AUS","GMB",801,240,"distant",7.34,183,20
2013,"AUS","GNB",801,244,"distant",1.23,184,9
2019,"AUS","GNQ",801,245,"distant",0.17,185,9
2016,"AUS","GRD",801,381,"distant",3.37,186,12
1993,"AUS","GTM",801,347,"distant",4.78,187,24
1991,"AUS","GUY",801,446,"distant",2.81,188,21
1995,"AUS","HND",801,351,"distant",3.07,189,17
2007,"AUS","HRV",801,62,"distant",1.28,190,9
2013,"AUS","HTI",801,349,"distant",30.25,191,14
1997,"AUS","IDN",801,738,"adjacent",7002.29,192,34
2011,"AUS","IND",801,645,"distant",390.22,193,34
2009,"AUS","IRN",801,540,"distant",9.43,194,27
2007,"AUS","IRQ",801,543,"distant",1263.11,195,27
1991,"AUS","ISR",801,546,"distant",1.22,196,7
2017,"AUS","JAM",801,354,"distant",4.74,197,22
1990,"AUS","JOR",801,549,"distant",90.67,198,28
1997,"AUS","KAZ",801,613,"distant",0.69,199,9
1999,"AUS","KEN",801,248,"distant",168.95,200,34
2021,"AUS","KGZ",801,614,"distant",2.23,201,15
2010,"AUS","KHM",801,728,"distant",1204.5,202,34
2008,"AUS","KIR",801,836,"distant",409.7,203,34
1998,"AUS","KOR",801,742,"distant",3.59,204,13
1996,"AUS","KWT",801,552,"distant",0.02,205,2
2021,"AUS","LAO",801,745,"distant",711.95,206,34
2012,"AUS","LBN",801,555,"distant",123.24,207,33
2019,"AUS","LBR",801,251,"distant",19.63,208,14
2011,"AUS","LBY",801,133,"distant",42.06,209,5
2019,"AUS","LCA",801,383,"distant",4.03,210,16
2015,"AUS","LKA",801,640,"distant",627.04,211,34
2021,"AUS","LSO",801,249,"distant",20.75,212,34
2014,"AUS","MAR",801,136,"distant",2.34,213,12
1995,"AUS","MDA",801,93,"distant",0.65,214,6
1992,"AUS","MDG",801,252,"distant",5.47,215,19
1996,"AUS","MDV",801,655,"distant",81.1,216,34
2017,"AUS","MEX",801,358,"distant",13.38,217,29
2003,"AUS","MHL",801,859,"distant",53.02,218,29
2019,"AUS","MKD",801,66,"distant",0.12,219,9
2014,"AUS","MLI",801,255,"distant",28.08,220,14
1991,"AUS","MLT",801,45,"distant",0.15,221,6
1990,"AUS","MMR",801,635,"distant",857.58,222,34
2016,"AUS","MNE",801,65,"distant",0.07,223,6
2014,"AUS","MNG",801,753,"distant",137.07,224,31
2009,"AUS","MOZ",801,259,"distant",235.96,225,34
2015,"AUS","MRT",801,256,"distant",1.39,226,11
2012,"AUS","MUS",801,257,"distant",40.5,227,32
2021,"AUS","MWI",801,253,"distant",105.84,228,34
2003,"AUS","MYS",801,751,"distant",245.84,229,34
1996,"AUS","NAM",801,275,"distant",16.86,230,34
2007,"AUS","NER",801,260,"distant",26.7,231,19
2001,"AUS","NGA",801,261,"distant",45.76,232,32
2001,"AUS","NIC",801,364,"distant",8.21,233,22
2001,"AUS","NPL",801,660,"distant",368.29,234,34
2020,"AUS","NRU",801,845,"distant",407.76,235,34
2001,"AUS","PAK",801,665,"distant",807.5,236,34
2018,"AUS","PAN",801,366,"distant",0.67,237,13
2001,"AUS","PER",801,454,"distant",13.06,238,23
1998,"AUS","PHL",801,755,"distant",2029.38,239,34
2001,"AUS","PLW",801,861,"distant",39.83,240,28
1995,"AUS","PNG",801,862,"adjacent",10412.9,241,34
1996,"AUS","PRK",801,740,"distant",69.05,242,21
2018,"AUS","PRY",801,451,"distant",3.46,243,12
1998,"AUS","PSE",801,550,"distant",483.99,244,28
2009,"AUS","RWA",801,266,"distant",46.32,245,23
1992,"AUS","SAU",801,566,"distant",0.25,246,5
1994,"AUS","SDN",801,278,"distant",184.36,247,32
2009,"AUS","SEN",801,269,"distant",6.41,248,14
2006,"AUS","SLB",801,866,"adjacent",3057.81,249,34
2001,"AUS","SLE",801,272,"distant",24.74,250,30
2018,"AUS","SLV",801,342,"distant",5.59,251,21
2017,"AUS","SOM",801,273,"distant",167.09,252,30
2003,"AUS","SRB",801,63,"distant",52.34,253,19
2012,"AUS","SSD",801,279,"distant",149.42,254,11
2018,"AUS","STP",801,268,"distant",0.73,255,9
2019,"AUS","SUR",801,457,"distant",1.94,256,11
2004,"AUS","SVN",801,61,"distant",0.05,257,3
2017,"AUS","SWZ",801,280,"distant",22.5,258,34
1989,"AUS","SYR",801,573,"distant",182.92,259,20
2005,"AUS","TCD",801,232,"distant",11.09,260,16
2015,"AUS","TGO",801,283,"distant",4.52,261,12
1988,"AUS","THA",801,764,"distant",430.67,262,34
2019,"AUS","TJK",801,615,"distant",2.21,263,15
2002,"AUS","TKM",801,616,"distant",0.08,264,3
1999,"AUS","TLS",801,765,"adjacent",1617.48,265,23
2004,"AUS","TON",801,870,"distant",475.03,266,34
2019,"AUS","TUN",801,139,"distant",2.25,267,10
2000,"AUS","TUR",801,55,"distant",9.84,268,21
2005,"AUS","TUV",801,872,"distant",152.51,269,34
2004,"AUS","TWN",801,732,"distant",0.9,270,10
1988,"AUS","TZA",801,282,"distant",110.86,271,34
1988,"AUS","UGA",801,285,"distant",76.24,272,34
1993,"AUS","UKR",801,85,"distant",3.54,273,14
1997,"AUS","UZB",801,617,"distant",0.32,274,8
2010,"AUS","VCT",801,384,"distant",5.07,275,15
1993,"AUS","VEN",801,463,"distant",1.1,276,17
2018,"AUS","VNM",801,769,"distant",1880.58,277,34
2013,"AUS","VUT",801,854,"distant",1020.46,278,34
2020,"AUS","WSM",801,880,"distant",598.25,279,34
2015,"AUS","YEM",801,580,"distant",52.15,280,15
2007,"AUS","ZAF",801,218,"distant",141.41,281,29
2005,"AUS","ZMB",801,288,"distant",70.83,282,34
2007,"AUS","ZWE",801,265,"distant",346.56,283,34
2021,"AUT","AFG",1,625,"distant",99.66,284,34
2003,"AUT","AGO",1,225,"distant",13.65,285,29
2010,"AUT","ALB",1,71,"distant",224.07,286,34
1996,"AUT","ARE",1,576,"distant",0.02,287,2
2016,"AUT","ARG",1,425,"distant",9.03,288,34
1999,"AUT","ARM",1,610,"distant",59.11,289,31
1998,"AUT","ATG",1,377,"distant",0.27,290,6
2005,"AUT","AZE",1,611,"distant",23.66,291,29
2018,"AUT","BDI",1,228,"distant",39.07,292,34
2011,"AUT","BEN",1,236,"distant",1,293,30
2012,"AUT","BFA",1,287,"distant",163.51,294,34
1995,"AUT","BGD",1,666,"distant",42.18,295,34
2006,"AUT","BIH",1,64,"distant",963.52,296,28
2021,"AUT","BLR",1,86,"distant",35.4,297,31
2020,"AUT","BLZ",1,352,"distant",0.23,298,12
2018,"AUT","BOL",1,428,"distant",95.2,299,34
2018,"AUT","BRA",1,431,"distant",69.21,300,34
1989,"AUT","BTN",1,630,"distant",105.13,301,33
1991,"AUT","BWA",1,227,"distant",0.16,302,11
2016,"AUT","CAF",1,231,"distant",12.36,303,32
2009,"AUT","CHN",1,730,"distant",430.16,304,31
2019,"AUT","CIV",1,247,"distant",163.19,305,34
1988,"AUT","CMR",1,229,"distant",706.01,306,34
2021,"AUT","COD",1,235,"distant",186.98,307,33
2012,"AUT","COG",1,234,"distant",4.59,308,32
2009,"AUT","COL",1,437,"distant",33.28,309,34
1991,"AUT","COM",1,233,"distant",0.01,310,1
2008,"AUT","CPV",1,230,"distant",78.24,311,34
2018,"AUT","CRI",1,336,"distant",12.52,312,34
2003,"AUT","CUB",1,338,"distant",49.21,313,32
2002,"AUT","CYP",1,30,"distant",1.5,314,7
2020,"AUT","DJI",1,274,"distant",1.03,315,5
1992,"AUT","DMA",1,378,"distant",0.1,316,9
2020,"AUT","DOM",1,340,"distant",0.83,317,29
1988,"AUT","DZA",1,130,"distant",70.36,318,29
1989,"AUT","ECU",1,440,"distant",20.21,319,34
1988,"AUT","EGY",1,142,"distant",405.6,320,30
1999,"AUT","ERI",1,271,"distant",3,321,19
2010,"AUT","ETH",1,238,"distant",254.11,322,34
2016,"AUT","FJI",1,832,"distant",0.33,323,9
2016,"AUT","FSM",1,860,"distant",0.01,324,1
2021,"AUT","GAB",1,239,"distant",1.45,325,13
2000,"AUT","GEO",1,612,"distant",139.99,326,31
2017,"AUT","GHA",1,241,"distant",96.21,327,34
2014,"AUT","GIN",1,243,"distant",29.76,328,31
2004,"AUT","GMB",1,240,"distant",14.26,329,22
2016,"AUT","GNB",1,244,"distant",4.39,330,23
1996,"AUT","GNQ",1,245,"distant",0.3,331,25
2011,"AUT","GRD",1,381,"distant",0.11,332,6
1997,"AUT","GTM",1,347,"distant",172.8,333,34
1992,"AUT","GUY",1,446,"distant",0.04,334,2
1996,"AUT","HND",1,351,"distant",16.41,335,34
2002,"AUT","HRV",1,62,"distant",99.04,336,17
2015,"AUT","HTI",1,349,"distant",15.23,337,24
2002,"AUT","IDN",1,738,"distant",119.95,338,30
1991,"AUT","IND",1,645,"distant",91.89,339,22
1992,"AUT","IRN",1,540,"distant",327.23,340,34
2000,"AUT","IRQ",1,543,"distant",2310.36,341,34
2004,"AUT","ISR",1,546,"distant",9.92,342,16
2012,"AUT","JAM",1,354,"distant",0.72,343,26
2003,"AUT","JOR",1,549,"distant",37.25,344,30
1997,"AUT","KAZ",1,613,"distant",27.22,345,29
2005,"AUT","KEN",1,248,"distant",79.01,346,34
2003,"AUT","KGZ",1,614,"distant",14.42,347,28
2018,"AUT","KHM",1,728,"distant",7.51,348,32
2003,"AUT","KOR",1,742,"distant",44.71,349,16
1991,"AUT","KWT",1,552,"distant",0.4,350,7
2017,"AUT","LAO",1,745,"distant",18.35,351,25
2014,"AUT","LBN",1,555,"distant",36.03,352,29
1997,"AUT","LBR",1,251,"distant",12.07,353,21
2020,"AUT","LBY",1,133,"distant",19.25,354,33
1991,"AUT","LCA",1,383,"distant",0.16,355,6
2021,"AUT","LKA",1,640,"distant",60.05,356,34
2003,"AUT","LSO",1,249,"distant",1.53,357,16
1999,"AUT","MAR",1,136,"distant",14.93,358,31
2014,"AUT","MDA",1,93,"distant",82.25,359,28
2017,"AUT","MDG",1,252,"distant",86.33,360,34
2018,"AUT","MDV",1,655,"distant",0.65,361,19
1998,"AUT","MEX",1,358,"distant",40.44,362,34
1995,"AUT","MKD",1,66,"distant",77.34,363,28
1995,"AUT","MLI",1,255,"distant",12.18,364,34
1993,"AUT","MLT",1,45,"distant",3.02,365,12
1997,"AUT","MMR",1,635,"distant",146.96,366,26
2021,"AUT","MNE",1,65,"distant",27.46,367,16
2019,"AUT","MNG",1,753,"distant",48.81,368,33
2001,"AUT","MOZ",1,259,"distant",214.13,369,34
1998,"AUT","MRT",1,256,"distant",16.4,370,23
2010,"AUT","MUS",1,257,"distant",0.46,371,29
1988,"AUT","MWI",1,253,"distant",42.33,372,31
2016,"AUT","MYS",1,751,"distant",3.03,373,33
2003,"AUT","NAM",1,275,"distant",16.62,374,31
1999,"AUT","NER",1,260,"distant",3.1,375,33
2012,"AUT","NGA",1,261,"distant",382.32,376,34
2013,"AUT","NIC",1,364,"distant",207.28,377,34
1994,"AUT","NPL",1,660,"distant",69.32,378,34
2009,"AUT","PAK",1,665,"distant",77.22,379,34
2011,"AUT","PAN",1,366,"distant",2,380,27
2005,"AUT","PER",1,454,"distant",26.52,381,33
2002,"AUT","PHL",1,755,"distant",30.66,382,29
2004,"AUT","PLW",1,861,"distant",0.01,383,1
2004,"AUT","PNG",1,862,"distant",17.18,384,33
2020,"AUT","PRK",1,740,"distant",3.62,385,30
2016,"AUT","PRY",1,451,"distant",2.32,386,33
2014,"AUT","PSE",1,550,"distant",143.19,387,29
2001,"AUT","QAT",1,561,"distant",0.01,388,1
2013,"AUT","RWA",1,266,"distant",72.21,389,34
2001,"AUT","SAU",1,566,"distant",2.28,390,20
2017,"AUT","SDN",1,278,"distant",19.76,391,34
1996,"AUT","SEN",1,269,"distant",71.69,392,34
2007,"AUT","SLB",1,866,"distant",0.07,393,1
2014,"AUT","SLE",1,272,"distant",26.4,394,32
2021,"AUT","SLV",1,342,"distant",33.56,395,34
2008,"AUT","SOM",1,273,"distant",18.75,396,34
1996,"AUT","SRB",1,63,"distant",595.37,397,28
2015,"AUT","SSD",1,279,"distant",12.78,398,11
2014,"AUT","STP",1,268,"distant",0.14,399,14
2015,"AUT","SUR",1,457,"distant",0.35,400,5
1994,"AUT","SVN",1,61,"adjacent",51.86,401,11
2007,"AUT","SWZ",1,280,"distant",0.34,402,11
1995,"AUT","SYR",1,573,"distant",101.01,403,34
2018,"AUT","TCD",1,232,"distant",50.78,404,14
1992,"AUT","TGO",1,283,"distant",60.72,405,34
2018,"AUT","THA",1,764,"distant",45.02,406,32
1999,"AUT","TJK",1,615,"distant",13.29,407,28
2011,"AUT","TKM",1,616,"distant",1.8,408,21
2010,"AUT","TLS",1,765,"distant",16.94,409,14
1998,"AUT","TUN",1,139,"distant",22.04,410,26
2016,"AUT","TUR",1,55,"distant",717.63,411,32
2001,"AUT","TWN",1,732,"distant",28.85,412,15
1996,"AUT","TZA",1,282,"distant",154.83,413,34
2008,"AUT","UGA",1,285,"distant",340.28,414,34
2000,"AUT","UKR",1,85,"distant",212.9,415,31
1994,"AUT","UZB",1,617,"distant",12.57,416,29
2020,"AUT","VCT",1,384,"distant",0.69,417,10
2003,"AUT","VEN",1,463,"distant",10.65,418,33
1998,"AUT","VNM",1,769,"distant",100.43,419,32
2009,"AUT","VUT",1,854,"distant",0.77,420,4
2011,"AUT","YEM",1,580,"distant",20.28,421,34
2000,"AUT","ZAF",1,218,"distant",29.88,422,29
2017,"AUT","ZMB",1,288,"distant",20.73,423,32
2018,"AUT","ZWE",1,265,"distant",37.69,424,33
2020,"AZE","AFG",611,625,"distant",0.46,425,2
2019,"AZE","ALB",611,71,"distant",0.55,426,1
2020,"AZE","ARG",611,425,"distant",0.31,427,2
2020,"AZE","ATG",611,377,"distant",0.05,428,1
2019,"AZE","BDI",611,228,"distant",0.13,429,2
2017,"AZE","BGD",611,666,"distant",0.39,430,1
2020,"AZE","BIH",611,64,"distant",1.17,431,2
2020,"AZE","BLR",611,86,"distant",0.01,432,1
2020,"AZE","BLZ",611,352,"distant",0.05,433,1
2020,"AZE","BOL",611,428,"distant",0.1,434,1
2020,"AZE","BRA",611,431,"distant",0.05,435,1
2020,"AZE","BTN",611,630,"distant",0.24,436,1
2020,"AZE","BWA",611,227,"distant",0.1,437,1
2020,"AZE","CHN",611,730,"distant",0.35,438,1
2020,"AZE","COD",611,235,"distant",0.02,439,1
2020,"AZE","COL",611,437,"distant",0.07,440,1
2020,"AZE","COM",611,233,"distant",0.1,441,1
2020,"AZE","CPV",611,230,"distant",0.1,442,1
2020,"AZE","CRI",611,336,"distant",0.22,443,1
2020,"AZE","CUB",611,338,"distant",0.33,444,1
2017,"AZE","DJI",611,274,"distant",0.52,445,2
2020,"AZE","DMA",611,378,"distant",0.07,446,1
2020,"AZE","DOM",611,340,"distant",0.08,447,1
2020,"AZE","ECU",611,440,"distant",0.2,448,1
2020,"AZE","ERI",611,271,"distant",0.1,449,1
2015,"AZE","GAB",611,239,"distant",0.02,450,1
2020,"AZE","GMB",611,240,"distant",0.1,451,1
2020,"AZE","GNB",611,244,"distant",0.1,452,1
2020,"AZE","GRD",611,381,"distant",0.05,453,1
2020,"AZE","GTM",611,347,"distant",0.33,454,1
2020,"AZE","GUY",611,446,"distant",0.1,455,1
2020,"AZE","HND",611,351,"distant",0.24,456,1
2020,"AZE","HTI",611,349,"distant",0.09,457,1
2018,"AZE","IDN",611,738,"distant",0.1,458,1
2019,"AZE","IRN",611,540,"adjacent",5.56,459,2
2020,"AZE","IRQ",611,543,"distant",0.29,460,1
2020,"AZE","JAM",611,354,"distant",0.08,461,1
2015,"AZE","JOR",611,549,"distant",0.07,462,2
2020,"AZE","KAZ",611,613,"adjacent",0.59,463,1
2020,"AZE","KGZ",611,614,"distant",5.5,464,3
2020,"AZE","LBN",611,555,"distant",1,465,1
2020,"AZE","LCA",611,383,"distant",0.04,466,1
2020,"AZE","LKA",611,640,"distant",0.35,467,1
2020,"AZE","LSO",611,249,"distant",0.1,468,1
2020,"AZE","MDA",611,93,"distant",0.27,469,1
2020,"AZE","MKD",611,66,"distant",0.11,470,1
2020,"AZE","MLI",611,255,"distant",0.1,471,1
2020,"AZE","MNE",611,65,"distant",1.02,472,1
2020,"AZE","MOZ",611,259,"distant",0.1,473,1
2020,"AZE","MRT",611,256,"distant",0.4,474,1
2020,"AZE","MWI",611,253,"distant",0.1,475,1
2020,"AZE","NER",611,260,"distant",0.27,476,1
2020,"AZE","NIC",611,364,"distant",0.08,477,1
2020,"AZE","NPL",611,660,"distant",0.42,478,2
2020,"AZE","PAK",611,665,"distant",2.2,479,3
2020,"AZE","PAN",611,366,"distant",0.08,480,1
2020,"AZE","PER",611,454,"distant",0.05,481,1
2020,"AZE","PRY",611,451,"distant",0.11,482,1
2014,"AZE","PSE",611,550,"distant",0.64,483,1
2020,"AZE","SDN",611,278,"distant",0.43,484,1
2020,"AZE","SEN",611,269,"distant",0.4,485,1
2020,"AZE","SLE",611,272,"distant",0.1,486,1
2020,"AZE","SLV",611,342,"distant",0.04,487,1
2020,"AZE","SRB",611,63,"distant",0.59,488,2
2020,"AZE","STP",611,268,"distant",0.1,489,1
2020,"AZE","SUR",611,457,"distant",0.09,490,1
2020,"AZE","SWZ",611,280,"distant",0.03,491,1
2020,"AZE","TCD",611,232,"distant",0.25,492,1
2020,"AZE","TGO",611,283,"distant",0.21,493,2
2020,"AZE","TJK",611,615,"distant",0.87,494,2
2015,"AZE","TUR",611,55,"adjacent",0.03,495,1
2020,"AZE","UGA",611,285,"distant",0.1,496,1
