"TIME","Sender.ISO3","Receiver.ISO3","DONOR","RECIPIENT","Distance","Weight","ID","transactions"
2019,"QAT","ETH",561,238,"distant",7.44,4260,3
2020,"QAT","GEO",561,612,"distant",1.07,4261,3
2021,"QAT","GHA",561,241,"distant",3.79,4262,2
2020,"QAT","GIN",561,243,"distant",0.04,4263,1
2020,"QAT","GMB",561,240,"distant",0.24,4264,3
2019,"QAT","GNQ",561,245,"distant",0.22,4265,1
2021,"QAT","GTM",561,347,"distant",0.34,4266,1
2021,"QAT","HTI",561,349,"distant",0.26,4267,1
2021,"QAT","IDN",561,738,"distant",0.62,4268,3
2020,"QAT","IND",561,645,"distant",13.99,4269,3
2020,"QAT","IRN",561,540,"adjacent",9.57,4270,3
2020,"QAT","IRQ",561,543,"distant",9.6,4271,3
2020,"QAT","JOR",561,549,"distant",4.52,4272,3
2020,"QAT","KAZ",561,613,"distant",3.51,4273,3
2020,"QAT","KEN",561,248,"distant",9.57,4274,3
2019,"QAT","KGZ",561,614,"distant",0.18,4275,3
2021,"QAT","KHM",561,728,"distant",0.96,4276,1
2021,"QAT","KIR",561,836,"distant",0.36,4277,1
2021,"QAT","LBN",561,555,"distant",17.46,4278,5
2020,"QAT","LBR",561,251,"distant",0.11,4279,2
2019,"QAT","LBY",561,133,"distant",0.33,4280,3
2020,"QAT","LKA",561,640,"distant",0.41,4281,3
2021,"QAT","LSO",561,249,"distant",0.14,4282,2
2019,"QAT","MAR",561,136,"distant",23.33,4283,3
2019,"QAT","MDA",561,93,"distant",1.08,4284,3
2020,"QAT","MDV",561,655,"distant",0.02,4285,2
2020,"QAT","MEX",561,358,"distant",0.97,4286,2
2019,"QAT","MLI",561,255,"distant",1.74,4287,3
2020,"QAT","MMR",561,635,"distant",0.17,4288,2
2021,"QAT","MNE",561,65,"distant",0.25,4289,2
2020,"QAT","MNG",561,753,"distant",0.12,4290,2
2021,"QAT","MOZ",561,259,"distant",2.32,4291,3
2019,"QAT","MRT",561,256,"distant",0.1,4292,3
2021,"QAT","MUS",561,257,"distant",0.09,4293,1
2021,"QAT","MWI",561,253,"distant",1.04,4294,1
2019,"QAT","MYS",561,751,"distant",4.56,4295,3
2021,"QAT","NER",561,260,"distant",0.01,4296,1
2021,"QAT","NGA",561,261,"distant",18.4,4297,3
2021,"QAT","NPL",561,660,"distant",3.87,4298,3
2019,"QAT","PAK",561,665,"distant",22.11,4299,3
2019,"QAT","PER",561,454,"distant",0.14,4300,3
2020,"QAT","PHL",561,755,"distant",0.9,4301,3
2020,"QAT","PSE",561,550,"distant",859.64,4302,3
2021,"QAT","RWA",561,266,"distant",3.54,4303,3
2019,"QAT","SDN",561,278,"distant",22.79,4304,3
2020,"QAT","SEN",561,269,"distant",1.13,4305,3
2020,"QAT","SLE",561,272,"distant",0.03,4306,1
2021,"QAT","SLV",561,342,"distant",0.93,4307,2
2021,"QAT","SOM",561,273,"distant",132.08,4308,3
2019,"QAT","SRB",561,63,"distant",0.97,4309,3
2020,"QAT","SSD",561,279,"distant",3.39,4310,2
2020,"QAT","SWZ",561,280,"distant",0.22,4311,3
2021,"QAT","SYR",561,573,"distant",65.65,4312,3
2020,"QAT","TCD",561,232,"distant",5.46,4313,3
2020,"QAT","TGO",561,283,"distant",0.02,4314,1
2019,"QAT","THA",561,764,"distant",0.1,4315,2
2019,"QAT","TJK",561,615,"distant",2.38,4316,3
2019,"QAT","TKM",561,616,"distant",0.02,4317,1
2021,"QAT","TUN",561,139,"distant",22.28,4318,3
2020,"QAT","TUR",561,55,"distant",25.18,4319,3
2020,"QAT","TZA",561,282,"distant",1.72,4320,3
2020,"QAT","UGA",561,285,"distant",3.4,4321,3
2019,"QAT","UKR",561,85,"distant",1.28,4322,3
2021,"QAT","UZB",561,617,"distant",2.09,4323,2
2021,"QAT","VCT",561,384,"distant",0.5,4324,1
2021,"QAT","VEN",561,463,"distant",0.02,4325,1
2021,"QAT","VNM",561,769,"distant",0.56,4326,3
2019,"QAT","YEM",561,580,"distant",57.3,4327,3
2020,"QAT","ZAF",561,218,"distant",0.23,4328,2
2020,"QAT","ZMB",561,288,"distant",0.91,4329,2
2021,"QAT","ZWE",561,265,"distant",0.09,4330,2
2018,"ROU","AFG",77,625,"distant",2.98,4331,14
2010,"ROU","AGO",77,225,"distant",1.85,4332,12
2017,"ROU","ALB",77,71,"distant",10.83,4333,12
2016,"ROU","ARG",77,425,"distant",0.08,4334,6
2013,"ROU","ARM",77,610,"distant",1.3,4335,12
2010,"ROU","AZE",77,611,"distant",0.77,4336,12
2010,"ROU","BDI",77,228,"distant",0.12,4337,6
2021,"ROU","BEN",77,236,"distant",0.26,4338,9
2021,"ROU","BFA",77,287,"distant",0.19,4339,9
2016,"ROU","BGD",77,666,"distant",0.11,4340,6
2020,"ROU","BIH",77,64,"distant",0.2,4341,8
2012,"ROU","BLR",77,86,"distant",0.48,4342,9
2021,"ROU","BLZ",77,352,"distant",0.01,4343,1
2018,"ROU","BRA",77,431,"distant",0.26,4344,10
2017,"ROU","CAF",77,231,"distant",0.02,4345,2
2018,"ROU","CHN",77,730,"distant",1.98,4346,12
2013,"ROU","CIV",77,247,"distant",0.44,4347,11
2014,"ROU","CMR",77,229,"distant",1.06,4348,11
2018,"ROU","COD",77,235,"distant",0.87,4349,6
2021,"ROU","COG",77,234,"distant",0.21,4350,10
2010,"ROU","COL",77,437,"distant",0.29,4351,12
2011,"ROU","CRI",77,336,"distant",0.01,4352,1
2019,"ROU","CUB",77,338,"distant",0.31,4353,9
2020,"ROU","DMA",77,378,"distant",0.01,4354,1
2013,"ROU","DOM",77,340,"distant",0.02,4355,1
2016,"ROU","DZA",77,130,"distant",0.5,4356,11
2015,"ROU","ECU",77,440,"distant",0.05,4357,5
2017,"ROU","EGY",77,142,"distant",2.72,4358,12
2015,"ROU","ETH",77,238,"distant",0.1,4359,5
2015,"ROU","FJI",77,832,"distant",0.01,4360,1
2016,"ROU","GEO",77,612,"distant",5.06,4361,13
2010,"ROU","GHA",77,241,"distant",0.1,4362,5
2020,"ROU","GIN",77,243,"distant",0.07,4363,5
2020,"ROU","GRD",77,381,"distant",0.02,4364,1
2021,"ROU","GUY",77,446,"distant",0.01,4365,1
2020,"ROU","HTI",77,349,"distant",0.25,4366,4
2010,"ROU","IDN",77,738,"distant",0.09,4367,5
2011,"ROU","IND",77,645,"distant",0.8,4368,12
2018,"ROU","IRN",77,540,"distant",1.32,4369,12
2008,"ROU","IRQ",77,543,"distant",2.45,4370,13
2018,"ROU","JAM",77,354,"distant",0.08,4371,2
2015,"ROU","JOR",77,549,"distant",5.88,4372,12
2014,"ROU","KAZ",77,613,"distant",0.74,4373,12
2021,"ROU","KEN",77,248,"distant",0.3,4374,10
2014,"ROU","KGZ",77,614,"distant",0.09,4375,5
2014,"ROU","LBN",77,555,"distant",3.68,4376,12
2011,"ROU","LBR",77,251,"distant",0.01,4377,1
2013,"ROU","LBY",77,133,"distant",0.39,4378,13
2012,"ROU","LKA",77,640,"distant",0.16,4379,9
2020,"ROU","LSO",77,249,"distant",0.01,4380,1
2020,"ROU","MAR",77,136,"distant",2.81,4381,12
2014,"ROU","MDA",77,93,"adjacent",400.59,4382,14
2012,"ROU","MDG",77,252,"distant",0.15,4383,7
2016,"ROU","MEX",77,358,"distant",0.69,4384,11
2010,"ROU","MKD",77,66,"distant",2.33,4385,11
2016,"ROU","MLI",77,255,"distant",0.13,4386,4
2008,"ROU","MMR",77,635,"distant",0.16,4387,2
2021,"ROU","MNE",77,65,"distant",0.08,4388,4
2017,"ROU","MNG",77,753,"distant",3.04,4389,13
2019,"ROU","MOZ",77,259,"distant",0.09,4390,1
2012,"ROU","MUS",77,257,"distant",0.7,4391,11
2020,"ROU","MWI",77,253,"distant",0.04,4392,2
2010,"ROU","MYS",77,751,"distant",0.22,4393,4
2020,"ROU","NER",77,260,"distant",0.2,4394,3
2016,"ROU","NGA",77,261,"distant",1.71,4395,12
2020,"ROU","NPL",77,660,"distant",0.08,4396,3
2020,"ROU","PAK",77,665,"distant",1.02,4397,13
2013,"ROU","PER",77,454,"distant",0.19,4398,12
2013,"ROU","PHL",77,755,"distant",0.21,4399,1
2021,"ROU","PLW",77,861,"distant",0.07,4400,2
2021,"ROU","PRK",77,740,"distant",0.49,4401,12
2012,"ROU","PSE",77,550,"distant",5.34,4402,13
2017,"ROU","RWA",77,266,"distant",0.03,4403,3
2013,"ROU","SDN",77,278,"distant",0.33,4404,11
2011,"ROU","SEN",77,269,"distant",0.3,4405,11
2015,"ROU","SOM",77,273,"distant",0.23,4406,4
2021,"ROU","SRB",77,63,"adjacent",21.46,4407,14
2021,"ROU","SSD",77,279,"distant",0.04,4408,1
2021,"ROU","SUR",77,457,"distant",0.01,4409,1
2018,"ROU","SYR",77,573,"distant",7.68,4410,12
2017,"ROU","TCD",77,232,"distant",0.14,4411,5
2019,"ROU","TGO",77,283,"distant",0.11,4412,8
2020,"ROU","THA",77,764,"distant",0.27,4413,9
2021,"ROU","TJK",77,615,"distant",0.02,4414,2
2010,"ROU","TKM",77,616,"distant",4.07,4415,12
2014,"ROU","TUN",77,139,"distant",3.96,4416,12
2019,"ROU","TUR",77,55,"distant",35.33,4417,12
2021,"ROU","TUV",77,872,"distant",0.05,4418,2
2014,"ROU","TZA",77,282,"distant",0.43,4419,4
2019,"ROU","UGA",77,285,"distant",0.1,4420,3
2011,"ROU","UKR",77,85,"adjacent",14.06,4421,12
2013,"ROU","UZB",77,617,"distant",0.32,4422,11
2016,"ROU","VEN",77,463,"distant",0.09,4423,7
2019,"ROU","VNM",77,769,"distant",2.59,4424,12
2020,"ROU","VUT",77,854,"distant",0.06,4425,1
2012,"ROU","WSM",77,880,"distant",0.04,4426,2
2016,"ROU","YEM",77,580,"distant",0.47,4427,12
2011,"ROU","ZAF",77,218,"distant",0.19,4428,3
2020,"ROU","ZMB",77,288,"distant",0.59,4429,4
2011,"ROU","ZWE",77,265,"distant",0.26,4430,11
2014,"SVK","AFG",69,625,"distant",17.31,4431,19
2004,"SVK","AGO",69,225,"distant",0.08,4432,5
2019,"SVK","ALB",69,71,"distant",4.4,4433,15
2003,"SVK","ARG",69,425,"distant",0.02,4434,2
2019,"SVK","ARM",69,610,"distant",1.83,4435,12
2012,"SVK","AZE",69,611,"distant",0.15,4436,9
2019,"SVK","BDI",69,228,"distant",0.03,4437,3
2012,"SVK","BEN",69,236,"distant",0.08,4438,4
2017,"SVK","BGD",69,666,"distant",0.53,4439,4
2018,"SVK","BIH",69,64,"distant",7.9,4440,19
2015,"SVK","BLR",69,86,"distant",3.23,4441,19
2009,"SVK","BRA",69,431,"distant",0.08,4442,5
2020,"SVK","BTN",69,630,"distant",0.01,4443,1
2016,"SVK","CHN",69,730,"distant",2.05,4444,8
2021,"SVK","COG",69,234,"distant",1.4,4445,1
2016,"SVK","COL",69,437,"distant",0.05,4446,3
2009,"SVK","CRI",69,336,"distant",0.01,4447,1
2015,"SVK","CUB",69,338,"distant",0.24,4448,7
2002,"SVK","DZA",69,130,"distant",1.64,4449,4
2014,"SVK","ECU",69,440,"distant",0.24,4450,8
2002,"SVK","EGY",69,142,"distant",0.2,4451,7
2013,"SVK","ETH",69,238,"distant",1.04,4452,15
2016,"SVK","GEO",69,612,"distant",7.79,4453,18
2021,"SVK","GHA",69,241,"distant",0.01,4454,1
2005,"SVK","GMB",69,240,"distant",0.01,4455,1
2004,"SVK","HRV",69,62,"distant",0.28,4456,5
2012,"SVK","HTI",69,349,"distant",1.3,4457,7
2018,"SVK","IDN",69,738,"distant",1.3,4458,3
2017,"SVK","IND",69,645,"distant",2.09,4459,9
2019,"SVK","IRN",69,540,"distant",0.34,4460,5
2016,"SVK","IRQ",69,543,"distant",4.96,4461,15
2004,"SVK","ISR",69,546,"distant",0.02,4462,2
2017,"SVK","JOR",69,549,"distant",0.44,4463,10
2015,"SVK","KAZ",69,613,"distant",2.04,4464,15
2014,"SVK","KEN",69,248,"distant",22.1,4465,20
2020,"SVK","KGZ",69,614,"distant",2.73,4466,17
2015,"SVK","KHM",69,728,"distant",1.01,4467,12
2004,"SVK","KOR",69,742,"distant",0.01,4468,1
2009,"SVK","LAO",69,745,"distant",0.03,4469,2
2018,"SVK","LBN",69,555,"distant",3.33,4470,9
2014,"SVK","LBR",69,251,"distant",25.12,4471,2
2003,"SVK","LBY",69,133,"distant",0.1,4472,2
2004,"SVK","LKA",69,640,"distant",0.38,4473,1
2014,"SVK","LSO",69,249,"distant",0.19,4474,8
2011,"SVK","MDA",69,93,"distant",9.11,4475,19
2014,"SVK","MDG",69,252,"distant",0.03,4476,2
2004,"SVK","MDV",69,655,"distant",0.01,4477,1
2009,"SVK","MEX",69,358,"distant",0.2,4478,6
2005,"SVK","MKD",69,66,"distant",3.89,4479,19
2013,"SVK","MLI",69,255,"distant",0.08,4480,3
2012,"SVK","MMR",69,635,"distant",0.13,4481,3
2013,"SVK","MNE",69,65,"distant",5.14,4482,14
2006,"SVK","MNG",69,753,"distant",2.93,4483,16
2006,"SVK","MOZ",69,259,"distant",1.05,4484,7
2012,"SVK","NAM",69,275,"distant",0.03,4485,3
2003,"SVK","NER",69,260,"distant",0.02,4486,1
2016,"SVK","NGA",69,261,"distant",0.01,4487,1
2009,"SVK","NIC",69,364,"distant",0.01,4488,1
2003,"SVK","NPL",69,660,"distant",0.19,4489,4
2003,"SVK","PAK",69,665,"distant",0.44,4490,5
2002,"SVK","PER",69,454,"distant",0.62,4491,11
2013,"SVK","PHL",69,755,"distant",0.04,4492,2
2009,"SVK","PRY",69,451,"distant",0.02,4493,1
2015,"SVK","PSE",69,550,"distant",1.74,4494,15
2013,"SVK","RWA",69,266,"distant",3.66,4495,9
2013,"SVK","SDN",69,278,"distant",51.76,4496,16
2020,"SVK","SOM",69,273,"distant",0.81,4497,2
2021,"SVK","SRB",69,63,"distant",45.5,4498,20
2018,"SVK","SSD",69,279,"distant",5.5,4499,11
2014,"SVK","SYR",69,573,"distant",3.15,4500,13
2014,"SVK","THA",69,764,"distant",0.07,4501,4
2003,"SVK","TJK",69,615,"distant",1.23,4502,8
2002,"SVK","TLS",69,765,"distant",0.13,4503,2
2012,"SVK","TUN",69,139,"distant",0.92,4504,3
2003,"SVK","TUR",69,55,"distant",5.29,4505,7
2018,"SVK","TZA",69,282,"distant",0.25,4506,4
2015,"SVK","UGA",69,285,"distant",0.59,4507,12
2008,"SVK","UKR",69,85,"adjacent",18.86,4508,20
2017,"SVK","UZB",69,617,"distant",1.08,4509,16
2021,"SVK","VEN",69,463,"distant",0.08,4510,3
2021,"SVK","VNM",69,769,"distant",0.87,4511,14
2015,"SVK","YEM",69,580,"distant",2.18,4512,11
2003,"SVK","ZAF",69,218,"distant",0.02,4513,1
2003,"SVK","ZMB",69,288,"distant",0.01,4514,1
2014,"SVN","AFG",61,625,"distant",3.27,4515,14
2021,"SVN","AGO",61,225,"distant",1.01,4516,1
2014,"SVN","ALB",61,71,"distant",4.26,4517,14
2008,"SVN","ARG",61,425,"distant",0.39,4518,3
2019,"SVN","AZE",61,611,"distant",0.13,4519,1
2010,"SVN","BDI",61,228,"distant",0.6,4520,10
2010,"SVN","BFA",61,287,"distant",0.14,4521,4
2016,"SVN","BGD",61,666,"distant",0.04,4522,2
2021,"SVN","BIH",61,64,"distant",47.24,4523,14
2017,"SVN","BLR",61,86,"distant",0.32,4524,12
2011,"SVN","BRA",61,431,"distant",0.1,4525,5
2014,"SVN","CAF",61,231,"distant",0.04,4526,1
2014,"SVN","CHN",61,730,"distant",0.63,4527,10
2008,"SVN","CMR",61,229,"distant",0.04,4528,2
2019,"SVN","COD",61,235,"distant",0.43,4529,6
2009,"SVN","COG",61,234,"distant",1.59,4530,2
2010,"SVN","COL",61,437,"distant",0.15,4531,2
2021,"SVN","COM",61,233,"distant",0.01,4532,1
2016,"SVN","CPV",61,230,"distant",3.02,4533,12
2011,"SVN","CRI",61,336,"distant",0.02,4534,1
2020,"SVN","CUB",61,338,"distant",0.35,4535,3
2012,"SVN","DMA",61,378,"distant",0.01,4536,1
2008,"SVN","DZA",61,130,"distant",0.06,4537,2
2016,"SVN","ECU",61,440,"distant",0.03,4538,1
2014,"SVN","EGY",61,142,"distant",2.17,4539,13
2009,"SVN","ERI",61,271,"distant",0.01,4540,1
2012,"SVN","ETH",61,238,"distant",0.1,4541,3
2011,"SVN","FSM",61,860,"distant",0.02,4542,1
2010,"SVN","GEO",61,612,"distant",1.32,4543,10
2020,"SVN","GHA",61,241,"distant",0.16,4544,4
2009,"SVN","GIN",61,243,"distant",0.02,4545,1
2019,"SVN","GMB",61,240,"distant",0.03,4546,2
2013,"SVN","GUY",61,446,"distant",0.01,4547,1
2010,"SVN","HRV",61,62,"adjacent",11.44,4548,3
2021,"SVN","HTI",61,349,"distant",1.29,4549,8
2021,"SVN","IDN",61,738,"distant",0.53,4550,2
2009,"SVN","IND",61,645,"distant",0.21,4551,5
2009,"SVN","IRN",61,540,"distant",0.45,4552,3
2010,"SVN","IRQ",61,543,"distant",0.57,4553,11
2011,"SVN","JAM",61,354,"distant",0.01,4554,1
2016,"SVN","JOR",61,549,"distant",0.8,4555,9
2017,"SVN","KAZ",61,613,"distant",0.11,4556,1
2015,"SVN","KEN",61,248,"distant",0.97,4557,7
2009,"SVN","KGZ",61,614,"distant",0.09,4558,4
2015,"SVN","LBN",61,555,"distant",1.09,4559,7
2008,"SVN","LBR",61,251,"distant",0.02,4560,2
2013,"SVN","LBY",61,133,"distant",0.19,4561,2
2011,"SVN","LCA",61,383,"distant",0.01,4562,1
2011,"SVN","LKA",61,640,"distant",0.1,4563,5
2015,"SVN","MAR",61,136,"distant",0.11,4564,5
2016,"SVN","MDA",61,93,"distant",1.23,4565,11
2010,"SVN","MDG",61,252,"distant",0.55,4566,6
2012,"SVN","MEX",61,358,"distant",0.04,4567,3
2011,"SVN","MHL",61,859,"distant",0.01,4568,1
2021,"SVN","MKD",61,66,"distant",48.9,4569,14
2015,"SVN","MLI",61,255,"distant",0.07,4570,2
2008,"SVN","MMR",61,635,"distant",0.07,4571,1
2013,"SVN","MNE",61,65,"distant",22.99,4572,14
2019,"SVN","MOZ",61,259,"distant",0.06,4573,1
2009,"SVN","MWI",61,253,"distant",0.12,4574,4
2012,"SVN","MYS",61,751,"distant",0.04,4575,3
2010,"SVN","NER",61,260,"distant",0.07,4576,2
2021,"SVN","NGA",61,261,"distant",2.81,4577,3
2021,"SVN","NPL",61,660,"distant",0.29,4578,3
2010,"SVN","PAK",61,665,"distant",0.22,4579,3
2013,"SVN","PHL",61,755,"distant",0.08,4580,1
2011,"SVN","PLW",61,861,"distant",0.01,4581,1
2008,"SVN","PSE",61,550,"distant",4.3,4582,14
2021,"SVN","RWA",61,266,"distant",0.97,4583,14
2019,"SVN","SDN",61,278,"distant",0.3,4584,6
2018,"SVN","SEN",61,269,"distant",0.2,4585,2
2008,"SVN","SLE",61,272,"distant",0.11,4586,3
2011,"SVN","SOM",61,273,"distant",0.11,4587,6
2008,"SVN","SRB",61,63,"distant",36.02,4588,14
2017,"SVN","SSD",61,279,"distant",0.22,4589,6
2014,"SVN","SYR",61,573,"distant",1.35,4590,10
2010,"SVN","TCD",61,232,"distant",0.01,4591,1
2008,"SVN","TJK",61,615,"distant",0.01,4592,1
2019,"SVN","TUN",61,139,"distant",0.11,4593,4
2015,"SVN","TUR",61,55,"distant",9.91,4594,14
2010,"SVN","UGA",61,285,"distant",1.83,4595,13
2010,"SVN","UKR",61,85,"distant",5.45,4596,13
2008,"SVN","UZB",61,617,"distant",0.02,4597,2
2011,"SVN","VCT",61,384,"distant",0.01,4598,1
2019,"SVN","VEN",61,463,"distant",0.07,4599,2
2019,"SVN","YEM",61,580,"distant",0.49,4600,6
2009,"SVN","ZAF",61,218,"distant",0.05,4601,3
2008,"SVN","ZWE",61,265,"distant",0.02,4602,2
2002,"SWE","AFG",10,625,"distant",2020.65,4603,34
1990,"SWE","AGO",10,225,"distant",480.06,4604,34
2020,"SWE","ALB",10,71,"distant",231.32,4605,31
2014,"SWE","ARG",10,425,"distant",23.44,4606,30
2012,"SWE","ARM",10,610,"distant",53.04,4607,29
2021,"SWE","ATG",10,377,"distant",0.04,4608,2
2000,"SWE","AZE",10,611,"distant",27.47,4609,28
2008,"SWE","BDI",10,228,"distant",120.34,4610,30
2010,"SWE","BEN",10,236,"distant",14.38,4611,28
1991,"SWE","BFA",10,287,"distant",506.2,4612,33
1992,"SWE","BGD",10,666,"distant",1156.45,4613,34
2002,"SWE","BIH",10,64,"distant",827.9,4614,28
1996,"SWE","BLR",10,86,"distant",173.36,4615,28
1995,"SWE","BLZ",10,352,"distant",0.15,4616,7
1988,"SWE","BOL",10,428,"distant",717.32,4617,34
2004,"SWE","BRA",10,431,"distant",66.56,4618,34
1992,"SWE","BTN",10,630,"distant",8.32,4619,27
2021,"SWE","BWA",10,227,"distant",191.62,4620,34
2004,"SWE","CAF",10,231,"distant",200.73,4621,31
1990,"SWE","CHN",10,730,"distant",409.53,4622,34
2001,"SWE","CIV",10,247,"distant",52,4623,29
2012,"SWE","CMR",10,229,"distant",182.49,4624,25
1991,"SWE","COD",10,235,"distant",1535.54,4625,31
2011,"SWE","COG",10,234,"distant",42.4,4626,25
2009,"SWE","COL",10,437,"distant",575.54,4627,34
2021,"SWE","COM",10,233,"distant",0.3,4628,3
1997,"SWE","CPV",10,230,"distant",95.12,4629,27
1992,"SWE","CRI",10,336,"distant",82.18,4630,34
1993,"SWE","CUB",10,338,"distant",52.77,4631,29
2021,"SWE","DJI",10,274,"distant",9.53,4632,14
1995,"SWE","DMA",10,378,"distant",0.18,4633,5
1999,"SWE","DOM",10,340,"distant",14.44,4634,31
1992,"SWE","DZA",10,130,"distant",89.4,4635,34
1991,"SWE","ECU",10,440,"distant",41.43,4636,34
2017,"SWE","EGY",10,142,"distant",119.23,4637,34
2013,"SWE","ERI",10,271,"distant",74.92,4638,29
2005,"SWE","ETH",10,238,"distant",1484.81,4639,34
1994,"SWE","FJI",10,832,"distant",2.54,4640,9
1993,"SWE","FSM",10,860,"distant",0.02,4641,1
2020,"SWE","GAB",10,239,"distant",0.27,4642,4
1994,"SWE","GEO",10,612,"distant",288.35,4643,28
2016,"SWE","GHA",10,241,"distant",82.62,4644,34
2002,"SWE","GIN",10,243,"distant",22.61,4645,33
2010,"SWE","GMB",10,240,"distant",23.13,4646,33
2019,"SWE","GNB",10,244,"distant",135.27,4647,28
2003,"SWE","GNQ",10,245,"distant",0.09,4648,2
2013,"SWE","GRD",10,381,"distant",0.03,4649,3
1991,"SWE","GTM",10,347,"distant",623.36,4650,33
2021,"SWE","GUY",10,446,"distant",2.03,4651,13
2015,"SWE","HND",10,351,"distant",279.22,4652,32
2004,"SWE","HRV",10,62,"distant",83.45,4653,17
1991,"SWE","HTI",10,349,"distant",134.19,4654,33
2006,"SWE","IDN",10,738,"distant",166.1,4655,32
2000,"SWE","IND",10,645,"distant",997.63,4656,34
2012,"SWE","IRN",10,540,"distant",61.27,4657,32
1990,"SWE","IRQ",10,543,"distant",1019.8,4658,32
1989,"SWE","ISR",10,546,"distant",14.11,4659,9
2008,"SWE","JAM",10,354,"distant",12.05,4660,30
1990,"SWE","JOR",10,549,"distant",124.29,4661,34
1997,"SWE","KAZ",10,613,"distant",8.53,4662,27
2014,"SWE","KEN",10,248,"distant",1369.64,4663,34
2001,"SWE","KGZ",10,614,"distant",54.7,4664,26
2004,"SWE","KHM",10,728,"distant",657.83,4665,34
2017,"SWE","KIR",10,836,"distant",0.05,4666,3
1993,"SWE","KOR",10,742,"distant",1.2,4667,9
1998,"SWE","KWT",10,552,"distant",0.27,4668,2
2001,"SWE","LAO",10,745,"distant",374.12,4669,26
2020,"SWE","LBN",10,555,"distant",155.04,4670,34
2019,"SWE","LBR",10,251,"distant",591.07,4671,33
2020,"SWE","LBY",10,133,"distant",73.09,4672,16
2014,"SWE","LCA",10,383,"distant",0.05,4673,4
1995,"SWE","LKA",10,640,"distant",405.91,4674,34
2005,"SWE","LSO",10,249,"distant",81.51,4675,33
2016,"SWE","MAR",10,136,"distant",36.17,4676,32
1999,"SWE","MDA",10,93,"distant",276.4,4677,29
1991,"SWE","MDG",10,252,"distant",39.13,4678,27
2012,"SWE","MDV",10,655,"distant",2.5,4679,12
1995,"SWE","MEX",10,358,"distant",11.53,4680,33
2013,"SWE","MHL",10,859,"distant",0.04,4681,1
2008,"SWE","MKD",10,66,"distant",140.67,4682,27
2011,"SWE","MLI",10,255,"distant",620.69,4683,30
2015,"SWE","MMR",10,635,"distant",425.81,4684,31
2018,"SWE","MNE",10,65,"distant",18.46,4685,16
2018,"SWE","MNG",10,753,"distant",39.56,4686,30
2016,"SWE","MOZ",10,259,"distant",2813.76,4687,34
1998,"SWE","MRT",10,256,"distant",29.98,4688,29
2015,"SWE","MUS",10,257,"distant",10.87,4689,20
1992,"SWE","MWI",10,253,"distant",176.07,4690,33
2012,"SWE","MYS",10,751,"distant",36.46,4691,32
1994,"SWE","NAM",10,275,"distant",249.2,4692,33
2018,"SWE","NER",10,260,"distant",96.77,4693,28
1989,"SWE","NGA",10,261,"distant",171.59,4694,33
2013,"SWE","NIC",10,364,"distant",877.57,4695,34
2014,"SWE","NPL",10,660,"distant",71.55,4696,30
1989,"SWE","PAK",10,665,"distant",296.97,4697,34
2015,"SWE","PAN",10,366,"distant",1.8,4698,20
2004,"SWE","PER",10,454,"distant",100.51,4699,34
1998,"SWE","PHL",10,755,"distant",236.12,4700,34
2016,"SWE","PLW",10,861,"distant",0.04,4701,1
2002,"SWE","PNG",10,862,"distant",2.96,4702,20
1999,"SWE","PRK",10,740,"distant",120.26,4703,28
2015,"SWE","PRY",10,451,"distant",40.79,4704,32
1994,"SWE","PSE",10,550,"distant",1283.33,4705,29
2010,"SWE","RWA",10,266,"distant",544.16,4706,33
1996,"SWE","SDN",10,278,"distant",958.84,4707,34
2003,"SWE","SEN",10,269,"distant",35.56,4708,33
2007,"SWE","SLB",10,866,"distant",0.51,4709,7
2011,"SWE","SLE",10,272,"distant",52,4710,32
1997,"SWE","SLV",10,342,"distant",123.01,4711,34
1995,"SWE","SOM",10,273,"distant",1111.15,4712,34
2010,"SWE","SRB",10,63,"distant",631.93,4713,28
2020,"SWE","SSD",10,279,"distant",560.19,4714,11
1988,"SWE","STP",10,268,"distant",5.29,4715,15
1994,"SWE","SUR",10,457,"distant",0.03,4716,2
2001,"SWE","SVN",10,61,"distant",1.06,4717,7
2018,"SWE","SWZ",10,280,"distant",8.69,4718,24
1995,"SWE","SYR",10,573,"distant",545.49,4719,30
2011,"SWE","TCD",10,232,"distant",146.57,4720,30
1991,"SWE","TGO",10,283,"distant",36.72,4721,31
2001,"SWE","THA",10,764,"distant",198.6,4722,34
2005,"SWE","TJK",10,615,"distant",75.75,4723,27
2010,"SWE","TKM",10,616,"distant",1.19,4724,4
2019,"SWE","TLS",10,765,"distant",59.09,4725,26
2021,"SWE","TON",10,870,"distant",0.04,4726,1
2008,"SWE","TUN",10,139,"distant",93.77,4727,32
2002,"SWE","TUR",10,55,"distant",250.82,4728,32
2001,"SWE","TWN",10,732,"distant",0.19,4729,4
1993,"SWE","TZA",10,282,"distant",3040.14,4730,34
2004,"SWE","UGA",10,285,"distant",1302.91,4731,34
2005,"SWE","UKR",10,85,"distant",559.87,4732,29
2002,"SWE","UZB",10,617,"distant",8.36,4733,27
1995,"SWE","VCT",10,384,"distant",0.01,4734,1
2002,"SWE","VEN",10,463,"distant",43.43,4735,28
2013,"SWE","VNM",10,769,"distant",908.42,4736,32
2015,"SWE","VUT",10,854,"distant",0.86,4737,7
1991,"SWE","WSM",10,880,"distant",1.19,4738,8
2018,"SWE","YEM",10,580,"distant",374.03,4739,33
